complaint_id,created_date,closed_date,category,subcategory,status,zone_id,latitude,longitude,severity,resolution_days,description
CMP-001599,2025-03-09T15:36:00,2025-03-13T15:36:00,noise,industrial,closed,Z04,17.336603,78.547394,1,4,noise issue reported near South Market
CMP-001600,2025-03-09T18:36:00,2025-03-16T18:36:00,trash,hazardous,closed,Z11,17.461403,78.413399,3,7,trash issue reported near Greenfield
CMP-001601,2025-03-09T21:08:00,2025-03-26T21:08:00,water,leak,closed,Z03,17.46885,78.421138,5,17,water issue reported near East Junction
CMP-001602,2025-03-09T21:42:00,2025-03-10T21:42:00,noise,nightlife,closed,Z01,17.319016,78.586178,2,5,noise issue reported near Downtown Core
CMP-001603,2025-03-09T07:23:00,2025-03-17T07:23:00,trash,hazardous,closed,Z15,17.480166,78.579489,4,8,trash issue reported near Central Park
CMP-001604,2025-03-09T17:32:00,2025-03-13T17:32:00,pothole,highway,closed,Z15,17.485561,78.501643,5,4,pothole issue reported near Central Park
CMP-001605,2025-03-09T09:34:00,2025-03-24T09:34:00,pothole,highway,closed,Z15,17.404389,78.547489,5,17,pothole issue reported near Central Park
CMP-001606,2025-03-09T16:23:00,2025-03-17T16:23:00,streetlight,flickering,closed,Z09,17.312343,78.405139,3,8,streetlight issue reported near Lakeview
CMP-001607,2025-03-09T15:42:00,2025-03-18T15:42:00,trash,missed_pickup,closed,Z01,17.359911,78.480646,3,9,trash issue reported near Downtown Core
CMP-001608,2025-03-09T15:43:00,2025-03-26T15:43:00,sanitation,drain_clogged,closed,Z11,17.41998,78.484695,5,17,sanitation issue reported near Greenfield
CMP-001609,2025-03-10T21:59:00,2025-03-12T21:59:00,streetlight,missing,closed,Z07,17.345867,78.423583,3,7,streetlight issue reported near Old Town
CMP-001610,2025-03-10T01:31:00,2025-03-11T01:31:00,pothole,residential_street,closed,Z12,17.335406,78.456823,3,1,pothole issue reported near Harbour Point
CMP-001611,2025-03-10T11:06:00,2025-03-15T11:06:00,sanitation,odor,closed,Z08,17.336345,78.528,2,5,sanitation issue reported near Tech Park
CMP-001612,2025-03-10T09:53:00,2025-03-16T09:53:00,trash,illegal_dumping,closed,Z15,17.444071,78.587111,4,6,trash issue reported near Central Park
CMP-001613,2025-03-10T09:09:00,2025-03-15T09:09:00,noise,industrial,closed,Z01,17.328468,78.596245,3,5,noise issue reported near Downtown Core
CMP-001614,2025-03-10T20:26:00,2025-03-15T20:26:00,water,low_pressure,closed,Z09,17.300069,78.593532,2,5,water issue reported near Lakeview
CMP-001615,2025-03-10T22:32:00,2025-03-15T22:32:00,streetlight,missing,closed,Z04,17.379038,78.430268,3,5,streetlight issue reported near South Market
CMP-001616,2025-03-10T19:53:00,2025-03-13T19:53:00,trash,missed_pickup,closed,Z07,17.34289,78.565939,3,5,trash issue reported near Old Town
CMP-001617,2025-03-10T07:22:00,2025-03-14T07:22:00,trash,illegal_dumping,closed,Z14,17.442947,78.421592,5,4,trash issue reported near Hilltop
CMP-001618,2025-03-10T05:15:00,2025-03-10T05:15:00,streetlight,missing,closed,Z07,17.411259,78.418879,1,0,streetlight issue reported near Old Town
CMP-001619,2025-03-10T05:23:00,2025-03-20T05:23:00,water,discolored,closed,Z12,17.324914,78.419472,4,15,water issue reported near Harbour Point
CMP-001620,2025-03-10T22:18:00,,water,leak,open,Z10,17.383278,78.569026,4,,water issue reported near Industrial Zone
CMP-001621,2025-03-10T23:04:00,2025-03-15T23:04:00,noise,construction,closed,Z12,17.409341,78.591285,3,5,noise issue reported near Harbour Point
CMP-001622,2025-03-10T04:06:00,,sanitation,manhole_overflow,open,Z01,17.38274,78.569558,3,,sanitation issue reported near Downtown Core
CMP-001623,2025-03-10T12:40:00,2025-03-19T12:40:00,pothole,residential_street,closed,Z12,17.439776,78.516354,4,9,pothole issue reported near Harbour Point
CMP-001624,2025-03-10T12:36:00,2025-03-16T12:36:00,sanitation,sewer_backup,closed,Z09,17.365465,78.51767,3,6,sanitation issue reported near Lakeview
CMP-001625,2025-03-10T03:39:00,,water,no_water,open,Z13,17.498937,78.449279,1,,water issue reported near University District
CMP-001626,2025-03-10T03:04:00,,noise,construction,open,Z14,17.345414,78.519201,1,,noise issue reported near Hilltop
CMP-001627,2025-03-10T10:15:00,2025-03-11T10:15:00,trash,overflow_bin,closed,Z13,17.365531,78.519899,2,1,trash issue reported near University District
CMP-001628,2025-03-10T04:19:00,2025-03-17T04:19:00,trash,overflow_bin,closed,Z10,17.335786,78.458663,3,7,trash issue reported near Industrial Zone
CMP-001629,2025-03-10T08:50:00,2025-03-30T08:50:00,noise,industrial,closed,Z15,17.382092,78.465375,4,20,noise issue reported near Central Park
CMP-001630,2025-03-10T09:20:00,2025-03-11T09:20:00,noise,industrial,closed,Z04,17.451253,78.467983,1,1,noise issue reported near South Market
CMP-001631,2025-03-10T10:14:00,,pothole,residential_street,open,Z09,17.348503,78.556446,4,,pothole issue reported near Lakeview
CMP-001632,2025-03-10T04:54:00,2025-03-27T04:54:00,water,no_water,closed,Z13,17.367301,78.457838,4,17,water issue reported near University District
CMP-001633,2025-03-10T07:59:00,2025-03-19T07:59:00,pothole,residential_street,closed,Z06,17.323683,78.430431,3,9,pothole issue reported near Riverside
CMP-001634,2025-03-10T13:56:00,2025-03-24T13:56:00,streetlight,pole_damaged,closed,Z15,17.362123,78.426867,4,14,streetlight issue reported near Central Park
CMP-001635,2025-03-10T03:05:00,2025-03-14T03:05:00,water,leak,closed,Z09,17.463057,78.45024,3,7,water issue reported near Lakeview
CMP-001636,2025-03-11T17:00:00,2025-03-15T17:00:00,sanitation,odor,closed,Z06,17.39624,78.498907,2,9,sanitation issue reported near Riverside
CMP-001637,2025-03-11T05:36:00,2025-03-13T05:36:00,trash,missed_pickup,closed,Z02,17.486197,78.454639,4,2,trash issue reported near North Hills
CMP-001638,2025-03-11T08:54:00,2025-03-11T08:54:00,streetlight,pole_damaged,closed,Z15,17.315228,78.546089,3,0,streetlight issue reported near Central Park
CMP-001639,2025-03-11T07:47:00,2025-03-16T07:47:00,streetlight,pole_damaged,closed,Z01,17.47328,78.506458,3,5,streetlight issue reported near Downtown Core
CMP-001640,2025-03-11T20:10:00,2025-03-17T20:10:00,noise,traffic,closed,Z08,17.361953,78.424681,5,6,noise issue reported near Tech Park
CMP-001641,2025-03-11T10:56:00,,trash,hazardous,open,Z11,17.350893,78.530564,2,,trash issue reported near Greenfield
CMP-001642,2025-03-11T04:55:00,2025-03-18T04:55:00,water,main_break,closed,Z10,17.322281,78.588893,3,10,water issue reported near Industrial Zone
CMP-001643,2025-03-11T09:49:00,2025-03-14T09:49:00,streetlight,broken,closed,Z15,17.39015,78.580234,5,3,streetlight issue reported near Central Park
CMP-001644,2025-03-11T09:41:00,2025-03-14T09:41:00,noise,traffic,closed,Z12,17.397857,78.406141,2,3,noise issue reported near Harbour Point
CMP-001645,2025-03-11T02:57:00,2025-03-15T02:57:00,trash,missed_pickup,closed,Z08,17.421348,78.477405,4,4,trash issue reported near Tech Park
CMP-001646,2025-03-11T22:40:00,,streetlight,flickering,open,Z13,17.365,78.509064,2,,streetlight issue reported near University District
CMP-001647,2025-03-11T10:54:00,2025-03-13T10:54:00,streetlight,broken,closed,Z04,17.40294,78.543031,4,12,streetlight issue reported near South Market
CMP-001648,2025-03-11T16:57:00,2025-03-14T16:57:00,noise,nightlife,closed,Z06,17.49778,78.455771,3,7,noise issue reported near Riverside
CMP-001649,2025-03-11T08:16:00,2025-03-14T08:16:00,water,discolored,closed,Z14,17.437687,78.495022,5,3,water issue reported near Hilltop
CMP-001650,2025-03-11T00:41:00,2025-03-18T00:41:00,trash,overflow_bin,closed,Z03,17.348185,78.519151,3,7,trash issue reported near East Junction
CMP-001651,2025-03-11T16:42:00,2025-03-22T16:42:00,streetlight,pole_damaged,closed,Z08,17.497634,78.505539,5,11,streetlight issue reported near Tech Park
CMP-001652,2025-03-11T19:03:00,2025-03-21T19:03:00,streetlight,missing,closed,Z14,17.396248,78.540616,4,18,streetlight issue reported near Hilltop
CMP-001653,2025-03-11T21:08:00,2025-03-22T21:08:00,noise,industrial,closed,Z02,17.442095,78.435006,4,11,noise issue reported near North Hills
CMP-001654,2025-03-11T20:14:00,2025-03-26T20:14:00,streetlight,flickering,closed,Z14,17.347653,78.55847,4,15,streetlight issue reported near Hilltop
CMP-001655,2025-03-11T21:35:00,2025-03-18T21:35:00,streetlight,flickering,closed,Z15,17.496681,78.503416,5,7,streetlight issue reported near Central Park
CMP-001656,2025-03-11T17:59:00,2025-03-18T17:59:00,trash,missed_pickup,closed,Z14,17.308956,78.423395,4,12,trash issue reported near Hilltop
CMP-001657,2025-03-11T00:04:00,2025-03-21T00:04:00,streetlight,broken,closed,Z04,17.482008,78.501585,4,10,streetlight issue reported near South Market
CMP-001658,2025-03-11T21:30:00,2025-03-18T21:30:00,sanitation,sewer_backup,closed,Z09,17.409548,78.563566,4,7,sanitation issue reported near Lakeview
CMP-001659,2025-03-11T09:03:00,2025-03-26T09:03:00,streetlight,missing,closed,Z05,17.429975,78.528231,4,15,streetlight issue reported near West Gate
CMP-001660,2025-03-11T08:26:00,2025-03-21T08:26:00,pothole,residential_street,closed,Z09,17.338997,78.461866,4,10,pothole issue reported near Lakeview
CMP-001661,2025-03-11T03:02:00,2025-03-12T03:02:00,trash,hazardous,closed,Z05,17.4832,78.400702,4,20,trash issue reported near West Gate
CMP-001662,2025-03-11T18:24:00,2025-03-23T18:24:00,water,discolored,closed,Z15,17.303909,78.537806,5,12,water issue reported near Central Park
CMP-001663,2025-03-11T12:27:00,2025-03-22T12:27:00,noise,nightlife,closed,Z06,17.359818,78.417308,4,11,noise issue reported near Riverside
CMP-001664,2025-03-12T09:00:00,2025-03-25T09:00:00,sanitation,manhole_overflow,closed,Z13,17.320114,78.522824,5,13,sanitation issue reported near University District
CMP-001665,2025-03-12T01:33:00,2025-03-14T01:33:00,trash,hazardous,closed,Z04,17.383938,78.44046,3,2,trash issue reported near South Market
CMP-001666,2025-03-12T18:36:00,2025-03-15T18:36:00,trash,hazardous,closed,Z02,17.421387,78.556982,3,3,trash issue reported near North Hills
CMP-001667,2025-03-12T17:33:00,2025-03-20T17:33:00,trash,hazardous,closed,Z04,17.456318,78.41453,3,8,trash issue reported near South Market
CMP-001668,2025-03-12T14:54:00,2025-03-15T14:54:00,pothole,alley,closed,Z05,17.304675,78.51894,4,8,pothole issue reported near West Gate
CMP-001669,2025-03-12T13:56:00,2025-03-14T13:56:00,streetlight,flickering,closed,Z01,17.376028,78.460545,2,2,streetlight issue reported near Downtown Core
CMP-001670,2025-03-12T18:23:00,2025-03-12T18:23:00,pothole,major_road,closed,Z08,17.456793,78.472241,1,0,pothole issue reported near Tech Park
CMP-001671,2025-03-12T14:31:00,2025-03-16T14:31:00,trash,hazardous,closed,Z04,17.35936,78.520425,5,4,trash issue reported near South Market
CMP-001672,2025-03-12T17:09:00,2025-03-21T17:09:00,pothole,alley,closed,Z02,17.487993,78.487148,4,14,pothole issue reported near North Hills
CMP-001673,2025-03-12T16:37:00,2025-03-17T16:37:00,streetlight,missing,closed,Z03,17.444201,78.473288,3,5,streetlight issue reported near East Junction
CMP-001674,2025-03-12T21:18:00,2025-03-17T21:18:00,streetlight,broken,closed,Z02,17.363792,78.5559,3,5,streetlight issue reported near North Hills
CMP-001675,2025-03-12T04:54:00,2025-03-13T04:54:00,streetlight,broken,closed,Z01,17.487619,78.409956,3,7,streetlight issue reported near Downtown Core
CMP-001676,2025-03-12T13:17:00,2025-03-14T13:17:00,sanitation,drain_clogged,closed,Z06,17.465456,78.455689,5,7,sanitation issue reported near Riverside
CMP-001677,2025-03-12T17:39:00,2025-03-14T17:39:00,noise,construction,closed,Z15,17.317792,78.504034,3,2,noise issue reported near Central Park
CMP-001678,2025-03-12T07:05:00,2025-03-17T07:05:00,trash,missed_pickup,closed,Z03,17.377897,78.586792,4,19,trash issue reported near East Junction
CMP-001679,2025-03-12T11:35:00,2025-03-13T11:35:00,water,leak,closed,Z01,17.37436,78.400205,2,1,water issue reported near Downtown Core
CMP-001680,2025-03-12T03:52:00,2025-03-17T03:52:00,streetlight,flickering,closed,Z13,17.385481,78.549506,4,5,streetlight issue reported near University District
CMP-001681,2025-03-12T14:03:00,,pothole,major_road,open,Z12,17.461932,78.51873,2,,pothole issue reported near Harbour Point
CMP-001682,2025-03-12T22:53:00,2025-03-21T22:53:00,sanitation,manhole_overflow,closed,Z01,17.412355,78.465446,5,9,sanitation issue reported near Downtown Core
CMP-001683,2025-03-12T18:33:00,2025-03-13T18:33:00,water,no_water,closed,Z04,17.368923,78.519036,3,1,water issue reported near South Market
CMP-001684,2025-03-12T13:53:00,2025-03-25T13:53:00,water,leak,closed,Z15,17.458606,78.502934,4,13,water issue reported near Central Park
CMP-001685,2025-03-13T23:49:00,2025-03-15T23:49:00,trash,hazardous,closed,Z01,17.344356,78.436635,5,15,trash issue reported near Downtown Core
CMP-001686,2025-03-13T23:23:00,2025-03-18T23:23:00,noise,traffic,closed,Z14,17.367479,78.583679,2,5,noise issue reported near Hilltop
CMP-001687,2025-03-13T08:34:00,2025-03-13T08:34:00,noise,traffic,closed,Z08,17.497945,78.599291,3,0,noise issue reported near Tech Park
CMP-001688,2025-03-13T17:19:00,2025-03-19T17:19:00,water,low_pressure,closed,Z15,17.376525,78.596279,3,6,water issue reported near Central Park
CMP-001689,2025-03-13T17:03:00,2025-03-17T17:03:00,sanitation,manhole_overflow,closed,Z15,17.440938,78.478695,2,4,sanitation issue reported near Central Park
CMP-001690,2025-03-13T11:25:00,2025-03-18T11:25:00,noise,traffic,closed,Z09,17.445837,78.401947,3,5,noise issue reported near Lakeview
CMP-001691,2025-03-13T03:02:00,,pothole,major_road,open,Z08,17.477897,78.419946,3,,pothole issue reported near Tech Park
CMP-001692,2025-03-13T12:06:00,2025-03-18T12:06:00,pothole,major_road,closed,Z15,17.328465,78.561088,3,5,pothole issue reported near Central Park
CMP-001693,2025-03-13T22:11:00,2025-03-25T22:11:00,sanitation,drain_clogged,closed,Z15,17.363025,78.583983,5,12,sanitation issue reported near Central Park
CMP-001694,2025-03-13T05:00:00,2025-03-18T05:00:00,water,low_pressure,closed,Z11,17.336448,78.580223,2,5,water issue reported near Greenfield
CMP-001695,2025-03-13T00:10:00,2025-03-30T00:10:00,trash,missed_pickup,closed,Z05,17.363902,78.467452,5,17,trash issue reported near West Gate
CMP-001696,2025-03-13T20:43:00,2025-03-18T20:43:00,sanitation,odor,closed,Z15,17.426743,78.523527,5,5,sanitation issue reported near Central Park
CMP-001697,2025-03-13T03:48:00,2025-03-16T03:48:00,pothole,major_road,closed,Z06,17.48615,78.541659,1,3,pothole issue reported near Riverside
CMP-001698,2025-03-13T07:42:00,2025-03-18T07:42:00,trash,missed_pickup,closed,Z11,17.301945,78.478534,3,5,trash issue reported near Greenfield
CMP-001699,2025-03-13T00:13:00,2025-03-14T00:13:00,sanitation,drain_clogged,closed,Z10,17.487538,78.575657,5,9,sanitation issue reported near Industrial Zone
CMP-001700,2025-03-13T09:04:00,2025-03-14T09:04:00,noise,construction,closed,Z01,17.491082,78.598097,3,1,noise issue reported near Downtown Core
CMP-001701,2025-03-13T05:34:00,2025-03-14T05:34:00,water,leak,closed,Z14,17.368094,78.409141,3,1,water issue reported near Hilltop
CMP-001702,2025-03-13T15:36:00,,noise,construction,open,Z01,17.379557,78.485695,2,,noise issue reported near Downtown Core
CMP-001703,2025-03-13T22:28:00,2025-03-17T22:28:00,trash,hazardous,closed,Z01,17.400191,78.538878,3,4,trash issue reported near Downtown Core
CMP-001704,2025-03-13T21:12:00,2025-03-25T21:12:00,streetlight,missing,closed,Z11,17.416211,78.592636,5,12,streetlight issue reported near Greenfield
CMP-001705,2025-03-13T12:31:00,2025-03-13T12:31:00,water,discolored,closed,Z13,17.30161,78.432136,1,0,water issue reported near University District
CMP-001706,2025-03-14T08:08:00,2025-03-20T08:08:00,pothole,highway,closed,Z01,17.321154,78.507448,2,6,pothole issue reported near Downtown Core
CMP-001707,2025-03-14T21:36:00,2025-03-18T21:36:00,streetlight,missing,closed,Z09,17.471202,78.413949,3,4,streetlight issue reported near Lakeview
CMP-001708,2025-03-14T13:53:00,,sanitation,drain_clogged,open,Z12,17.301124,78.552861,3,,sanitation issue reported near Harbour Point
CMP-001709,2025-03-14T08:15:00,2025-03-18T08:15:00,trash,hazardous,closed,Z08,17.388814,78.558916,3,11,trash issue reported near Tech Park
CMP-001710,2025-03-14T21:21:00,2025-03-19T21:21:00,trash,overflow_bin,closed,Z15,17.450847,78.599204,2,5,trash issue reported near Central Park
CMP-001711,2025-03-14T10:54:00,2025-03-17T10:54:00,trash,hazardous,closed,Z12,17.362337,78.479048,3,3,trash issue reported near Harbour Point
CMP-001712,2025-03-14T21:51:00,2025-03-18T21:51:00,streetlight,broken,closed,Z15,17.476949,78.428293,2,4,streetlight issue reported near Central Park
CMP-001713,2025-03-14T08:29:00,2025-03-25T08:29:00,water,main_break,closed,Z05,17.481466,78.422907,2,11,water issue reported near West Gate
CMP-001714,2025-03-14T17:00:00,2025-03-18T17:00:00,water,low_pressure,closed,Z13,17.319795,78.559052,2,4,water issue reported near University District
CMP-001715,2025-03-14T16:50:00,2025-03-21T16:50:00,sanitation,manhole_overflow,closed,Z10,17.413109,78.486747,2,7,sanitation issue reported near Industrial Zone
CMP-001716,2025-03-14T23:37:00,2025-03-21T23:37:00,water,no_water,closed,Z05,17.438053,78.494089,3,7,water issue reported near West Gate
CMP-001717,2025-03-14T22:03:00,2025-03-19T22:03:00,sanitation,drain_clogged,closed,Z11,17.313434,78.595818,3,5,sanitation issue reported near Greenfield
CMP-001718,2025-03-14T18:30:00,2025-03-14T18:30:00,trash,overflow_bin,closed,Z15,17.36634,78.576414,3,0,trash issue reported near Central Park
CMP-001719,2025-03-14T23:48:00,2025-03-20T23:48:00,pothole,highway,closed,Z10,17.407331,78.525054,5,11,pothole issue reported near Industrial Zone
CMP-001720,2025-03-14T01:16:00,2025-03-17T01:16:00,streetlight,pole_damaged,closed,Z02,17.497481,78.530967,5,12,streetlight issue reported near North Hills
CMP-001721,2025-03-14T03:04:00,2025-03-15T03:04:00,sanitation,drain_clogged,closed,Z02,17.44022,78.534625,4,1,sanitation issue reported near North Hills
CMP-001722,2025-03-14T06:03:00,2025-03-22T06:03:00,sanitation,drain_clogged,closed,Z10,17.343804,78.42624,2,8,sanitation issue reported near Industrial Zone
CMP-001723,2025-03-14T22:56:00,,sanitation,drain_clogged,open,Z06,17.400668,78.483586,3,,sanitation issue reported near Riverside
CMP-001724,2025-03-14T01:22:00,2025-03-28T01:22:00,pothole,residential_street,closed,Z06,17.486981,78.487994,4,14,pothole issue reported near Riverside
CMP-001725,2025-03-14T03:39:00,2025-03-17T03:39:00,noise,traffic,closed,Z05,17.498134,78.417932,5,9,noise issue reported near West Gate
CMP-001726,2025-03-14T15:19:00,2025-03-25T15:19:00,sanitation,sewer_backup,closed,Z14,17.47212,78.431824,4,11,sanitation issue reported near Hilltop
CMP-001727,2025-03-14T00:16:00,2025-03-19T00:16:00,sanitation,sewer_backup,closed,Z15,17.424018,78.478376,2,5,sanitation issue reported near Central Park
CMP-001728,2025-03-14T06:07:00,2025-03-28T06:07:00,streetlight,broken,closed,Z09,17.373378,78.511436,4,24,streetlight issue reported near Lakeview
CMP-001729,2025-03-14T12:29:00,2025-03-16T12:29:00,water,no_water,closed,Z15,17.485972,78.416823,3,10,water issue reported near Central Park
CMP-001730,2025-03-15T18:18:00,2025-03-18T18:18:00,noise,nightlife,closed,Z05,17.360101,78.407236,2,3,noise issue reported near West Gate
CMP-001731,2025-03-15T09:38:00,2025-03-20T09:38:00,noise,construction,closed,Z06,17.36046,78.520904,2,5,noise issue reported near Riverside
CMP-001732,2025-03-15T03:05:00,2025-03-15T03:05:00,streetlight,missing,closed,Z05,17.343288,78.482187,3,0,streetlight issue reported near West Gate
CMP-001733,2025-03-15T20:35:00,2025-03-20T20:35:00,streetlight,broken,closed,Z14,17.40676,78.498598,4,10,streetlight issue reported near Hilltop
CMP-001734,2025-03-15T23:39:00,2025-03-17T23:39:00,trash,illegal_dumping,closed,Z15,17.444871,78.581488,3,2,trash issue reported near Central Park
CMP-001735,2025-03-15T08:14:00,2025-03-20T08:14:00,sanitation,manhole_overflow,closed,Z02,17.489447,78.594822,3,5,sanitation issue reported near North Hills
CMP-001736,2025-03-15T11:34:00,2025-03-23T11:34:00,streetlight,missing,closed,Z14,17.489847,78.589873,4,16,streetlight issue reported near Hilltop
CMP-001737,2025-03-15T11:54:00,2025-03-16T11:54:00,pothole,highway,closed,Z13,17.373959,78.493381,3,3,pothole issue reported near University District
CMP-001738,2025-03-15T15:21:00,2025-03-21T15:21:00,sanitation,manhole_overflow,closed,Z06,17.444349,78.588548,4,6,sanitation issue reported near Riverside
CMP-001739,2025-03-15T13:23:00,2025-03-15T13:23:00,sanitation,odor,closed,Z05,17.492455,78.412716,2,0,sanitation issue reported near West Gate
CMP-001740,2025-03-15T05:21:00,2025-03-16T05:21:00,streetlight,broken,closed,Z14,17.414537,78.585059,2,1,streetlight issue reported near Hilltop
CMP-001741,2025-03-15T02:52:00,2025-03-17T02:52:00,trash,overflow_bin,closed,Z14,17.415143,78.479415,3,2,trash issue reported near Hilltop
CMP-001742,2025-03-15T14:55:00,2025-03-24T14:55:00,noise,nightlife,closed,Z03,17.455384,78.5177,2,9,noise issue reported near East Junction
CMP-001743,2025-03-15T09:03:00,2025-03-27T09:03:00,pothole,residential_street,closed,Z04,17.349562,78.579452,3,12,pothole issue reported near South Market
CMP-001744,2025-03-15T10:56:00,2025-03-19T10:56:00,noise,construction,closed,Z13,17.390561,78.48253,3,4,noise issue reported near University District
CMP-001745,2025-03-15T21:57:00,2025-03-23T21:57:00,sanitation,odor,closed,Z12,17.488029,78.56439,2,8,sanitation issue reported near Harbour Point
CMP-001746,2025-03-15T11:46:00,2025-03-20T11:46:00,streetlight,missing,closed,Z02,17.363667,78.441823,2,5,streetlight issue reported near North Hills
CMP-001747,2025-03-15T16:51:00,2025-03-23T16:51:00,sanitation,odor,closed,Z04,17.309722,78.499444,4,8,sanitation issue reported near South Market
CMP-001748,2025-03-15T21:01:00,2025-03-27T21:01:00,sanitation,manhole_overflow,closed,Z15,17.475062,78.564071,4,12,sanitation issue reported near Central Park
CMP-001749,2025-03-15T04:36:00,2025-03-15T04:36:00,streetlight,pole_damaged,closed,Z14,17.300681,78.455731,3,0,streetlight issue reported near Hilltop
CMP-001750,2025-03-15T22:22:00,2025-03-21T22:22:00,pothole,alley,closed,Z10,17.486486,78.412576,1,6,pothole issue reported near Industrial Zone
CMP-001751,2025-03-15T01:02:00,2025-03-21T01:02:00,water,low_pressure,closed,Z05,17.313143,78.437262,3,6,water issue reported near West Gate
CMP-001752,2025-03-15T03:27:00,2025-03-16T03:27:00,noise,traffic,closed,Z10,17.493532,78.53846,5,12,noise issue reported near Industrial Zone
CMP-001753,2025-03-15T20:44:00,,pothole,major_road,open,Z12,17.339623,78.524487,2,,pothole issue reported near Harbour Point
CMP-001754,2025-03-15T12:11:00,2025-03-24T12:11:00,water,leak,closed,Z11,17.428975,78.515123,3,9,water issue reported near Greenfield
CMP-001755,2025-03-15T23:23:00,2025-03-31T23:23:00,sanitation,drain_clogged,closed,Z13,17.481909,78.429672,4,16,sanitation issue reported near University District
CMP-001756,2025-03-15T14:14:00,2025-03-26T14:14:00,streetlight,flickering,closed,Z10,17.300285,78.472718,4,11,streetlight issue reported near Industrial Zone
CMP-001757,2025-03-16T11:14:00,2025-03-19T11:14:00,sanitation,sewer_backup,closed,Z11,17.393908,78.418328,4,15,sanitation issue reported near Greenfield
CMP-001758,2025-03-16T12:38:00,2025-03-23T12:38:00,pothole,major_road,closed,Z08,17.452898,78.561385,3,7,pothole issue reported near Tech Park
CMP-001759,2025-03-16T15:07:00,2025-03-21T15:07:00,streetlight,flickering,closed,Z05,17.47859,78.511655,2,5,streetlight issue reported near West Gate
CMP-001760,2025-03-16T02:54:00,2025-03-22T02:54:00,trash,hazardous,closed,Z10,17.484609,78.552409,2,6,trash issue reported near Industrial Zone
CMP-001761,2025-03-16T15:12:00,2025-03-21T15:12:00,trash,illegal_dumping,closed,Z13,17.49643,78.596494,4,8,trash issue reported near University District
CMP-001762,2025-03-16T16:01:00,2025-04-04T16:01:00,streetlight,missing,closed,Z15,17.350751,78.430794,5,19,streetlight issue reported near Central Park
CMP-001763,2025-03-16T18:09:00,2025-03-26T18:09:00,trash,illegal_dumping,closed,Z15,17.335728,78.591671,4,10,trash issue reported near Central Park
CMP-001764,2025-03-16T19:21:00,2025-03-16T19:21:00,noise,construction,closed,Z01,17.480044,78.448449,2,0,noise issue reported near Downtown Core
CMP-001765,2025-03-16T02:54:00,2025-03-18T02:54:00,sanitation,odor,closed,Z12,17.355156,78.565535,3,2,sanitation issue reported near Harbour Point
CMP-001766,2025-03-16T20:35:00,2025-03-23T20:35:00,trash,missed_pickup,closed,Z15,17.34395,78.477073,4,7,trash issue reported near Central Park
CMP-001767,2025-03-16T09:42:00,2025-03-17T09:42:00,noise,nightlife,closed,Z10,17.377223,78.462766,3,1,noise issue reported near Industrial Zone
CMP-001768,2025-03-16T10:16:00,,water,low_pressure,open,Z12,17.487357,78.531938,1,,water issue reported near Harbour Point
CMP-001769,2025-03-16T08:04:00,2025-04-04T08:04:00,water,no_water,closed,Z02,17.354324,78.513915,5,19,water issue reported near North Hills
CMP-001770,2025-03-16T06:37:00,2025-03-27T06:37:00,sanitation,odor,closed,Z02,17.371551,78.436973,4,15,sanitation issue reported near North Hills
CMP-001771,2025-03-16T00:16:00,,noise,industrial,open,Z13,17.319219,78.545793,4,,noise issue reported near University District
CMP-001772,2025-03-16T13:57:00,2025-04-05T13:57:00,streetlight,pole_damaged,closed,Z09,17.381197,78.513279,4,23,streetlight issue reported near Lakeview
CMP-001773,2025-03-16T19:49:00,2025-03-22T19:49:00,noise,construction,closed,Z07,17.392076,78.467824,2,6,noise issue reported near Old Town
CMP-001774,2025-03-16T15:41:00,2025-03-23T15:41:00,trash,illegal_dumping,closed,Z15,17.468132,78.587194,3,7,trash issue reported near Central Park
CMP-001775,2025-03-16T09:12:00,2025-03-29T09:12:00,sanitation,manhole_overflow,closed,Z11,17.337675,78.590763,5,13,sanitation issue reported near Greenfield
CMP-001776,2025-03-16T07:07:00,,sanitation,sewer_backup,open,Z11,17.417219,78.470395,3,,sanitation issue reported near Greenfield
CMP-001777,2025-03-16T09:36:00,2025-03-17T09:36:00,pothole,major_road,closed,Z12,17.300238,78.484173,3,1,pothole issue reported near Harbour Point
CMP-001778,2025-03-16T12:19:00,2025-03-16T12:19:00,trash,hazardous,closed,Z10,17.484671,78.576963,3,0,trash issue reported near Industrial Zone
CMP-001779,2025-03-16T13:44:00,,pothole,alley,open,Z06,17.348853,78.462947,2,,pothole issue reported near Riverside
CMP-001780,2025-03-17T08:36:00,2025-03-21T08:36:00,noise,industrial,closed,Z03,17.388276,78.421982,3,4,noise issue reported near East Junction
CMP-001781,2025-03-17T12:14:00,2025-03-21T12:14:00,sanitation,sewer_backup,closed,Z09,17.335849,78.469953,3,4,sanitation issue reported near Lakeview
CMP-001782,2025-03-17T21:13:00,2025-03-22T21:13:00,streetlight,broken,closed,Z08,17.470665,78.522816,3,5,streetlight issue reported near Tech Park
CMP-001783,2025-03-17T18:48:00,2025-03-20T18:48:00,trash,hazardous,closed,Z09,17.349603,78.594475,3,3,trash issue reported near Lakeview
CMP-001784,2025-03-17T09:47:00,2025-03-25T09:47:00,water,discolored,closed,Z13,17.457113,78.558341,5,16,water issue reported near University District
