incident_id,date,time,zone_id,latitude,longitude,severity,type,road_type,weather_condition,injuries,fatalities
INC-000630,2025-03-23,22:15,Z06,17.461208,78.584085,4,cyclist,arterial,rain,4,0
INC-000631,2025-03-23,17:11,Z10,17.339703,78.583382,3,cyclist,arterial,rain,3,0
INC-000632,2025-03-23,08:10,Z08,17.459608,78.523324,3,pedestrian,highway,clear,0,0
INC-000633,2025-03-23,21:56,Z14,17.432033,78.503216,5,pedestrian,local,fog,4,1
INC-000634,2025-03-23,04:46,Z09,17.33701,78.588939,4,collision,highway,clear,1,0
INC-000635,2025-03-24,22:53,Z09,17.490592,78.570013,4,multi_vehicle,arterial,rain,0,0
INC-000636,2025-03-24,16:11,Z15,17.426647,78.588721,2,cyclist,local,rain,0,0
INC-000637,2025-03-24,07:41,Z02,17.300114,78.52284,3,single_vehicle,collector,rain,2,0
INC-000638,2025-03-24,22:22,Z03,17.317857,78.433823,4,cyclist,collector,clear,3,0
INC-000639,2025-03-24,11:14,Z04,17.453852,78.435466,3,single_vehicle,local,clear,1,0
INC-000640,2025-03-24,14:26,Z02,17.390558,78.547597,4,single_vehicle,arterial,storm,2,0
INC-000641,2025-03-24,23:17,Z13,17.311533,78.537965,3,pedestrian,highway,clear,2,0
INC-000642,2025-03-24,05:11,Z10,17.458039,78.465791,2,collision,highway,clear,0,0
INC-000643,2025-03-25,04:08,Z01,17.342855,78.526528,3,single_vehicle,highway,fog,3,0
INC-000644,2025-03-25,05:32,Z10,17.434477,78.588207,3,collision,arterial,clear,1,0
INC-000645,2025-03-25,03:40,Z06,17.449466,78.436665,3,collision,arterial,clear,0,0
INC-000646,2025-03-25,10:29,Z04,17.430336,78.458271,5,pedestrian,arterial,clear,1,1
INC-000647,2025-03-25,02:03,Z04,17.442042,78.433109,2,single_vehicle,arterial,clear,1,0
INC-000648,2025-03-25,03:07,Z06,17.347394,78.419685,3,multi_vehicle,local,fog,3,0
INC-000649,2025-03-25,16:39,Z04,17.486124,78.485255,1,cyclist,collector,clear,1,0
INC-000650,2025-03-25,22:55,Z07,17.406138,78.410791,5,single_vehicle,local,clear,2,0
INC-000651,2025-03-25,02:13,Z05,17.477147,78.559385,3,pedestrian,local,storm,0,0
INC-000652,2025-03-26,23:38,Z02,17.360596,78.512847,4,cyclist,local,clear,4,0
INC-000653,2025-03-26,13:48,Z02,17.394514,78.530276,4,multi_vehicle,collector,fog,4,0
INC-000654,2025-03-26,16:31,Z10,17.36611,78.537124,3,single_vehicle,collector,clear,0,0
INC-000655,2025-03-26,09:21,Z01,17.411065,78.430725,3,single_vehicle,collector,clear,1,0
INC-000656,2025-03-26,15:27,Z07,17.32177,78.508367,2,collision,arterial,clear,2,0
INC-000657,2025-03-26,06:18,Z12,17.480727,78.419621,1,collision,collector,rain,0,0
INC-000658,2025-03-26,21:43,Z03,17.467313,78.45113,5,collision,collector,clear,5,0
INC-000659,2025-03-26,07:47,Z11,17.403646,78.482828,4,single_vehicle,collector,storm,3,0
INC-000660,2025-03-26,07:04,Z01,17.46172,78.525792,1,collision,arterial,rain,1,0
INC-000661,2025-03-26,17:03,Z13,17.359407,78.456853,3,single_vehicle,local,storm,1,0
INC-000662,2025-03-27,15:10,Z13,17.419324,78.543747,4,collision,local,clear,0,0
INC-000663,2025-03-27,15:22,Z13,17.379505,78.565009,4,multi_vehicle,collector,clear,2,0
INC-000664,2025-03-27,19:12,Z04,17.351676,78.504983,2,multi_vehicle,arterial,rain,2,0
INC-000665,2025-03-27,16:36,Z10,17.496337,78.558891,2,pedestrian,arterial,clear,1,0
INC-000666,2025-03-27,20:26,Z01,17.435027,78.530077,2,collision,highway,clear,1,0
INC-000667,2025-03-27,04:03,Z10,17.433848,78.548525,2,cyclist,local,clear,2,0
INC-000668,2025-03-27,23:55,Z03,17.371231,78.469886,4,pedestrian,collector,rain,2,0
INC-000669,2025-03-28,01:43,Z11,17.459542,78.532644,4,cyclist,highway,clear,1,0
INC-000670,2025-03-28,00:03,Z10,17.434316,78.48817,2,pedestrian,highway,clear,2,0
INC-000671,2025-03-28,09:46,Z07,17.470763,78.587435,1,single_vehicle,collector,clear,1,0
INC-000672,2025-03-28,19:37,Z12,17.366976,78.543334,2,pedestrian,highway,rain,2,0
INC-000673,2025-03-28,18:06,Z04,17.444156,78.572239,2,multi_vehicle,highway,storm,2,0
INC-000674,2025-03-28,21:25,Z03,17.354833,78.401384,2,collision,arterial,clear,0,0
INC-000675,2025-03-28,14:36,Z11,17.429305,78.448365,3,single_vehicle,local,clear,1,0
INC-000676,2025-03-28,11:02,Z01,17.393677,78.587631,3,multi_vehicle,highway,rain,2,0
INC-000677,2025-03-28,00:43,Z06,17.310747,78.537229,4,pedestrian,highway,clear,2,0
INC-000678,2025-03-28,14:10,Z07,17.479707,78.49182,3,multi_vehicle,arterial,storm,0,0
INC-000679,2025-03-29,04:21,Z14,17.473961,78.512947,3,multi_vehicle,highway,fog,2,0
INC-000680,2025-03-29,09:54,Z06,17.337637,78.455431,3,collision,local,clear,1,0
INC-000681,2025-03-29,11:36,Z04,17.374056,78.435196,2,multi_vehicle,arterial,storm,2,0
INC-000682,2025-03-29,22:47,Z13,17.349192,78.406202,3,pedestrian,highway,clear,1,0
INC-000683,2025-03-29,07:51,Z13,17.427891,78.491225,5,multi_vehicle,local,clear,3,1
INC-000684,2025-03-29,12:35,Z09,17.417868,78.480424,4,cyclist,arterial,clear,3,0
INC-000685,2025-03-29,18:45,Z05,17.381702,78.450983,3,collision,arterial,clear,3,0
INC-000686,2025-03-29,09:45,Z10,17.326788,78.592837,5,pedestrian,collector,clear,4,0
INC-000687,2025-03-29,22:14,Z02,17.306578,78.595951,2,pedestrian,highway,clear,2,0
INC-000688,2025-03-30,20:49,Z12,17.414103,78.432628,1,cyclist,collector,storm,1,0
INC-000689,2025-03-30,15:57,Z05,17.457628,78.453104,2,single_vehicle,local,rain,2,0
INC-000690,2025-03-30,12:33,Z09,17.452844,78.509329,3,multi_vehicle,highway,clear,0,0
INC-000691,2025-03-30,11:38,Z14,17.470904,78.519178,2,single_vehicle,collector,clear,2,0
INC-000692,2025-03-30,02:59,Z08,17.354388,78.425146,3,pedestrian,arterial,clear,0,0
INC-000693,2025-03-30,14:41,Z13,17.418272,78.459483,5,single_vehicle,local,clear,4,0
INC-000694,2025-03-31,13:57,Z05,17.379221,78.435471,1,cyclist,arterial,storm,1,0
INC-000695,2025-03-31,00:36,Z12,17.439307,78.562171,2,single_vehicle,collector,clear,2,0
INC-000696,2025-03-31,19:21,Z03,17.422918,78.590665,3,cyclist,local,storm,1,0
INC-000697,2025-03-31,04:23,Z01,17.444609,78.494945,2,pedestrian,highway,clear,1,0
INC-000698,2025-03-31,02:20,Z13,17.339241,78.453381,4,collision,arterial,clear,4,0
INC-000699,2025-03-31,16:29,Z06,17.480455,78.465814,3,multi_vehicle,highway,clear,3,0
INC-000700,2025-04-01,05:24,Z15,17.322369,78.401958,2,single_vehicle,arterial,clear,0,0
INC-000701,2025-04-01,23:10,Z07,17.368855,78.541294,4,collision,arterial,clear,2,0
INC-000702,2025-04-01,00:55,Z01,17.372958,78.52511,3,collision,highway,clear,0,0
INC-000703,2025-04-01,04:45,Z06,17.420534,78.581343,3,multi_vehicle,local,rain,3,0
INC-000704,2025-04-01,15:18,Z12,17.384053,78.434396,3,multi_vehicle,arterial,clear,1,0
INC-000705,2025-04-01,02:30,Z01,17.364717,78.49324,4,collision,local,clear,3,0
INC-000706,2025-04-02,12:14,Z08,17.440259,78.478968,4,single_vehicle,local,clear,3,0
INC-000707,2025-04-02,08:58,Z11,17.392985,78.552583,4,single_vehicle,arterial,rain,2,0
INC-000708,2025-04-02,00:35,Z04,17.437278,78.483151,3,collision,highway,clear,0,0
INC-000709,2025-04-02,11:50,Z12,17.338658,78.586878,2,multi_vehicle,local,storm,1,0
INC-000710,2025-04-02,14:25,Z12,17.382865,78.518779,4,pedestrian,collector,rain,0,0
INC-000711,2025-04-02,10:47,Z11,17.483725,78.557581,1,multi_vehicle,local,clear,1,0
INC-000712,2025-04-03,05:08,Z10,17.392037,78.494211,2,single_vehicle,arterial,clear,1,0
INC-000713,2025-04-03,01:37,Z13,17.315032,78.460604,3,multi_vehicle,local,clear,0,0
INC-000714,2025-04-03,03:32,Z03,17.427931,78.464772,3,cyclist,arterial,clear,1,0
INC-000715,2025-04-03,01:38,Z08,17.490739,78.594142,1,collision,local,clear,0,0
INC-000716,2025-04-03,00:39,Z08,17.497931,78.473684,2,multi_vehicle,local,rain,2,0
INC-000717,2025-04-03,07:57,Z15,17.312436,78.505296,1,collision,highway,clear,1,0
INC-000718,2025-04-03,19:30,Z07,17.32489,78.587834,4,multi_vehicle,local,fog,1,0
INC-000719,2025-04-03,22:09,Z04,17.348957,78.472233,2,multi_vehicle,highway,rain,2,0
INC-000720,2025-04-03,06:37,Z03,17.332107,78.562852,2,collision,arterial,rain,0,0
INC-000721,2025-04-03,01:25,Z01,17.304477,78.56447,4,multi_vehicle,local,clear,0,0
INC-000722,2025-04-04,20:39,Z03,17.364361,78.448139,1,cyclist,collector,rain,0,0
INC-000723,2025-04-04,17:40,Z12,17.380752,78.550898,3,pedestrian,local,clear,2,0
INC-000724,2025-04-04,03:59,Z03,17.344367,78.59213,5,collision,local,clear,4,1
INC-000725,2025-04-04,15:00,Z02,17.485338,78.552481,4,single_vehicle,highway,clear,2,0
INC-000726,2025-04-04,14:35,Z14,17.338844,78.401851,3,cyclist,arterial,rain,2,0
INC-000727,2025-04-04,20:27,Z06,17.320296,78.513082,4,multi_vehicle,arterial,rain,1,0
INC-000728,2025-04-04,20:45,Z15,17.496772,78.548223,2,single_vehicle,arterial,clear,2,0
INC-000729,2025-04-04,12:55,Z07,17.386697,78.47127,2,single_vehicle,arterial,rain,0,0
INC-000730,2025-04-05,16:01,Z13,17.329245,78.528141,2,single_vehicle,collector,clear,1,0
INC-000731,2025-04-05,18:49,Z13,17.435931,78.438093,1,collision,arterial,rain,0,0
INC-000732,2025-04-05,19:56,Z07,17.464601,78.47305,4,pedestrian,local,storm,0,0
INC-000733,2025-04-05,22:13,Z03,17.387098,78.536614,3,cyclist,arterial,storm,0,0
INC-000734,2025-04-05,10:27,Z15,17.493231,78.508395,5,pedestrian,collector,clear,2,1
INC-000735,2025-04-05,22:34,Z04,17.376061,78.4673,3,collision,highway,clear,2,0
INC-000736,2025-04-05,09:58,Z07,17.488529,78.523707,4,pedestrian,collector,clear,0,0
INC-000737,2025-04-05,11:44,Z01,17.489903,78.511015,4,multi_vehicle,arterial,clear,3,0
INC-000738,2025-04-05,22:09,Z01,17.321339,78.433107,3,single_vehicle,local,clear,0,0
INC-000739,2025-04-06,01:21,Z10,17.386638,78.540999,4,cyclist,arterial,rain,0,0
INC-000740,2025-04-06,08:18,Z13,17.323649,78.542082,4,collision,local,clear,2,0
INC-000741,2025-04-06,20:17,Z15,17.316949,78.498141,4,cyclist,highway,clear,4,0
INC-000742,2025-04-06,03:24,Z01,17.414913,78.429279,4,pedestrian,arterial,clear,0,0
INC-000743,2025-04-06,18:03,Z15,17.497893,78.432341,3,multi_vehicle,arterial,clear,0,0
INC-000744,2025-04-07,03:33,Z01,17.482682,78.50989,5,collision,local,clear,5,1
INC-000745,2025-04-07,00:37,Z12,17.478236,78.565797,3,cyclist,collector,rain,1,0
INC-000746,2025-04-07,18:55,Z05,17.304199,78.592227,2,single_vehicle,collector,rain,2,0
INC-000747,2025-04-07,14:28,Z12,17.404445,78.432893,4,pedestrian,highway,rain,0,0
INC-000748,2025-04-07,06:19,Z07,17.468004,78.582034,3,pedestrian,arterial,rain,0,0
INC-000749,2025-04-07,10:02,Z09,17.332503,78.579972,3,single_vehicle,highway,clear,2,0
INC-000750,2025-04-07,17:40,Z05,17.387104,78.537687,3,collision,highway,clear,3,0
INC-000751,2025-04-08,10:03,Z15,17.419941,78.462661,5,pedestrian,highway,clear,0,1
INC-000752,2025-04-08,18:06,Z14,17.430384,78.597151,2,collision,arterial,clear,0,0
INC-000753,2025-04-08,12:49,Z13,17.428785,78.488582,2,single_vehicle,highway,rain,0,0
INC-000754,2025-04-08,04:37,Z03,17.415409,78.584975,2,cyclist,collector,clear,0,0
INC-000755,2025-04-08,08:28,Z11,17.382408,78.465374,1,cyclist,collector,clear,1,0
INC-000756,2025-04-08,05:17,Z02,17.395737,78.528141,4,single_vehicle,arterial,rain,1,0
INC-000757,2025-04-08,07:23,Z06,17.305256,78.504903,2,collision,collector,clear,0,0
INC-000758,2025-04-08,21:49,Z07,17.391518,78.489714,2,cyclist,collector,rain,2,0
INC-000759,2025-04-09,02:31,Z01,17.480528,78.524115,5,cyclist,collector,clear,4,1
INC-000760,2025-04-09,03:06,Z11,17.398822,78.494565,4,pedestrian,arterial,clear,4,0
INC-000761,2025-04-09,23:24,Z14,17.447737,78.504401,5,single_vehicle,collector,rain,5,0
INC-000762,2025-04-09,17:20,Z08,17.388817,78.590917,2,cyclist,arterial,clear,1,0
INC-000763,2025-04-09,12:17,Z14,17.427833,78.57054,3,cyclist,highway,clear,1,0
INC-000764,2025-04-09,10:49,Z09,17.365754,78.55167,4,collision,arterial,rain,4,0
INC-000765,2025-04-09,09:01,Z05,17.317725,78.521463,3,single_vehicle,highway,clear,2,0
INC-000766,2025-04-09,05:18,Z05,17.473132,78.408938,2,multi_vehicle,arterial,clear,0,0
INC-000767,2025-04-09,07:54,Z03,17.388181,78.452545,5,pedestrian,collector,rain,0,0
INC-000768,2025-04-10,19:25,Z03,17.302434,78.539592,4,single_vehicle,highway,clear,0,0
INC-000769,2025-04-10,15:03,Z12,17.358661,78.591526,4,collision,collector,clear,4,0
INC-000770,2025-04-10,23:17,Z09,17.331076,78.527098,1,pedestrian,arterial,clear,0,0
INC-000771,2025-04-10,16:17,Z12,17.392046,78.549771,2,pedestrian,local,clear,0,0
INC-000772,2025-04-10,03:35,Z15,17.344126,78.463463,3,single_vehicle,arterial,clear,1,0
INC-000773,2025-04-10,00:26,Z11,17.44887,78.512298,3,pedestrian,collector,clear,0,0
INC-000774,2025-04-10,18:58,Z15,17.476359,78.563839,1,cyclist,highway,clear,1,0
INC-000775,2025-04-10,03:49,Z03,17.464281,78.405522,4,single_vehicle,highway,rain,1,0
INC-000776,2025-04-11,13:48,Z08,17.36267,78.568634,3,multi_vehicle,arterial,storm,3,0
INC-000777,2025-04-11,07:27,Z01,17.394351,78.559018,1,cyclist,arterial,clear,1,0
INC-000778,2025-04-11,16:15,Z01,17.37289,78.531086,2,single_vehicle,collector,clear,0,0
INC-000779,2025-04-11,20:52,Z12,17.35179,78.55843,3,cyclist,highway,fog,0,0
INC-000780,2025-04-11,01:06,Z02,17.315703,78.553904,4,multi_vehicle,arterial,clear,0,0
INC-000781,2025-04-11,20:46,Z03,17.378777,78.407866,3,cyclist,local,clear,2,0
INC-000782,2025-04-11,09:54,Z11,17.453495,78.59988,2,collision,collector,clear,2,0
INC-000783,2025-04-12,09:15,Z12,17.400927,78.487167,2,single_vehicle,local,clear,2,0
INC-000784,2025-04-12,10:05,Z15,17.409198,78.551478,4,cyclist,highway,clear,2,0
INC-000785,2025-04-12,02:52,Z07,17.320878,78.421328,3,pedestrian,highway,rain,1,0
INC-000786,2025-04-12,23:43,Z01,17.317793,78.583032,3,cyclist,local,clear,2,0
INC-000787,2025-04-12,21:16,Z13,17.404832,78.432764,3,multi_vehicle,local,clear,0,0
INC-000788,2025-04-12,20:27,Z11,17.440311,78.542211,4,collision,collector,clear,4,0
INC-000789,2025-04-12,08:02,Z02,17.474613,78.547361,4,single_vehicle,arterial,clear,3,0
INC-000790,2025-04-12,21:40,Z04,17.374006,78.596493,3,pedestrian,arterial,clear,2,0
INC-000791,2025-04-12,02:38,Z01,17.487363,78.562016,5,pedestrian,collector,clear,0,1
INC-000792,2025-04-13,21:02,Z10,17.441391,78.413097,5,multi_vehicle,collector,rain,5,0
INC-000793,2025-04-13,03:13,Z07,17.448525,78.518042,2,collision,arterial,clear,0,0
INC-000794,2025-04-13,14:25,Z14,17.332093,78.54057,3,single_vehicle,local,clear,2,0
INC-000795,2025-04-13,00:59,Z01,17.456768,78.483735,2,cyclist,arterial,storm,0,0
INC-000796,2025-04-13,21:57,Z13,17.444403,78.45736,2,collision,arterial,clear,0,0
INC-000797,2025-04-13,22:08,Z05,17.449803,78.445721,4,single_vehicle,highway,rain,0,0
INC-000798,2025-04-13,05:12,Z06,17.457168,78.596517,1,collision,collector,clear,0,0
INC-000799,2025-04-14,17:31,Z10,17.378652,78.433261,3,multi_vehicle,arterial,clear,0,0
INC-000800,2025-04-14,08:02,Z03,17.46633,78.564575,3,collision,highway,clear,2,0
INC-000801,2025-04-14,21:05,Z14,17.351001,78.501351,4,single_vehicle,collector,clear,1,0
INC-000802,2025-04-14,08:49,Z06,17.49797,78.470285,4,cyclist,local,clear,0,0
INC-000803,2025-04-14,20:13,Z14,17.48206,78.426884,3,single_vehicle,arterial,clear,3,0
INC-000804,2025-04-15,19:57,Z06,17.371202,78.422128,2,single_vehicle,local,clear,1,0
INC-000805,2025-04-15,10:14,Z15,17.337664,78.513642,3,single_vehicle,local,rain,0,0
INC-000806,2025-04-15,18:25,Z11,17.459173,78.582708,1,pedestrian,arterial,rain,0,0
INC-000807,2025-04-15,20:53,Z07,17.455292,78.50197,1,cyclist,arterial,rain,0,0
INC-000808,2025-04-15,04:11,Z13,17.431965,78.493075,2,pedestrian,arterial,clear,1,0
INC-000809,2025-04-15,17:43,Z12,17.421429,78.567247,3,collision,local,clear,3,0
INC-000810,2025-04-15,11:13,Z04,17.49702,78.446217,2,single_vehicle,arterial,rain,0,0
INC-000811,2025-04-16,10:43,Z05,17.490997,78.483261,3,cyclist,highway,clear,3,0
INC-000812,2025-04-16,07:51,Z07,17.357331,78.48191,3,collision,local,clear,0,0
INC-000813,2025-04-16,07:51,Z08,17.319708,78.534826,2,collision,collector,clear,2,0
INC-000814,2025-04-16,13:40,Z10,17.315636,78.451643,1,cyclist,highway,rain,1,0
INC-000815,2025-04-16,09:38,Z13,17.34778,78.54861,3,collision,highway,clear,1,0
INC-000816,2025-04-16,03:21,Z07,17.432336,78.519022,2,collision,arterial,rain,2,0
INC-000817,2025-04-16,13:19,Z10,17.363724,78.471198,2,single_vehicle,local,clear,1,0
INC-000818,2025-04-16,06:48,Z11,17.479996,78.533933,4,pedestrian,highway,fog,1,0
INC-000819,2025-04-17,10:41,Z12,17.404837,78.551511,2,single_vehicle,highway,clear,1,0
INC-000820,2025-04-17,13:14,Z02,17.324995,78.412813,4,multi_vehicle,highway,rain,2,0
INC-000821,2025-04-17,01:41,Z03,17.379049,78.58033,5,pedestrian,arterial,fog,5,0
INC-000822,2025-04-17,18:11,Z03,17.426635,78.535626,3,cyclist,highway,clear,0,0
INC-000823,2025-04-17,07:49,Z08,17.325886,78.593833,1,multi_vehicle,highway,clear,0,0
INC-000824,2025-04-17,14:57,Z01,17.437884,78.576865,3,collision,arterial,fog,2,0
INC-000825,2025-04-17,16:22,Z07,17.314669,78.572062,3,collision,highway,clear,0,0
INC-000826,2025-04-17,12:21,Z05,17.402513,78.472896,1,collision,collector,clear,1,0
INC-000827,2025-04-18,03:06,Z01,17.464066,78.44902,3,pedestrian,collector,clear,2,0
INC-000828,2025-04-18,01:18,Z13,17.427164,78.465201,4,cyclist,highway,clear,0,0
INC-000829,2025-04-18,09:57,Z02,17.435323,78.444322,5,single_vehicle,local,clear,4,0
INC-000830,2025-04-18,09:23,Z11,17.331359,78.561601,1,collision,highway,clear,1,0
INC-000831,2025-04-18,09:50,Z13,17.487923,78.418775,1,collision,collector,clear,0,0
INC-000832,2025-04-18,05:27,Z07,17.411261,78.497947,1,multi_vehicle,highway,rain,0,0
INC-000833,2025-04-18,02:57,Z02,17.415225,78.553125,1,single_vehicle,highway,clear,1,0
INC-000834,2025-04-18,13:37,Z14,17.331432,78.497908,2,collision,highway,clear,2,0
INC-000835,2025-04-18,11:09,Z02,17.344925,78.406383,1,single_vehicle,arterial,clear,1,0
INC-000836,2025-04-18,08:32,Z11,17.386156,78.476329,3,cyclist,arterial,storm,1,0
INC-000837,2025-04-19,04:14,Z10,17.336745,78.594433,4,single_vehicle,arterial,rain,3,0
INC-000838,2025-04-19,03:37,Z11,17.388172,78.449854,4,collision,local,clear,2,0
INC-000839,2025-04-19,04:50,Z13,17.348671,78.564156,5,multi_vehicle,collector,clear,4,0
INC-000840,2025-04-19,03:24,Z03,17.493323,78.441413,5,pedestrian,local,clear,4,0
INC-000841,2025-04-19,17:38,Z14,17.316255,78.555507,4,pedestrian,local,clear,3,0
INC-000842,2025-04-19,18:36,Z01,17.416509,78.4095,2,single_vehicle,arterial,rain,0,0
INC-000843,2025-04-20,07:41,Z03,17.486841,78.596691,2,multi_vehicle,local,clear,2,0
INC-000844,2025-04-20,07:50,Z10,17.318515,78.488772,4,collision,highway,clear,1,0
INC-000845,2025-04-20,19:55,Z11,17.443997,78.567742,2,pedestrian,highway,clear,2,0
INC-000846,2025-04-20,01:39,Z06,17.456668,78.494114,2,collision,local,rain,2,0
INC-000847,2025-04-20,07:01,Z13,17.368412,78.468835,3,collision,local,clear,3,0
INC-000848,2025-04-20,03:35,Z03,17.318861,78.435782,4,collision,collector,storm,1,0
INC-000849,2025-04-20,21:04,Z09,17.384338,78.512166,4,single_vehicle,collector,clear,0,0
INC-000850,2025-04-20,07:48,Z15,17.46837,78.508242,5,single_vehicle,arterial,rain,5,0
INC-000851,2025-04-21,23:35,Z15,17.489833,78.539226,1,single_vehicle,collector,storm,1,0
INC-000852,2025-04-21,07:24,Z13,17.376861,78.482337,3,pedestrian,local,clear,0,0
INC-000853,2025-04-21,04:05,Z09,17.413051,78.591825,4,pedestrian,collector,storm,3,0
INC-000854,2025-04-21,16:21,Z08,17.417838,78.402069,2,collision,highway,rain,1,0
INC-000855,2025-04-21,05:50,Z11,17.353796,78.510448,2,pedestrian,local,rain,0,0
INC-000856,2025-04-21,04:47,Z01,17.37947,78.474864,4,multi_vehicle,highway,clear,4,0
INC-000857,2025-04-22,03:55,Z04,17.438194,78.474454,3,multi_vehicle,arterial,storm,3,0
INC-000858,2025-04-22,18:18,Z08,17.316373,78.418261,5,single_vehicle,highway,rain,4,1
INC-000859,2025-04-22,18:19,Z12,17.472397,78.570307,3,single_vehicle,local,clear,0,0
INC-000860,2025-04-22,00:22,Z13,17.307821,78.540854,1,collision,local,clear,1,0
INC-000861,2025-04-22,07:54,Z03,17.476748,78.457147,3,pedestrian,local,storm,3,0
INC-000862,2025-04-22,07:50,Z14,17.324605,78.51411,3,pedestrian,highway,clear,0,0
INC-000863,2025-04-22,06:14,Z11,17.467247,78.465379,3,collision,local,clear,2,0
INC-000864,2025-04-22,17:57,Z13,17.355049,78.540839,2,cyclist,arterial,clear,0,0
INC-000865,2025-04-23,10:25,Z04,17.471336,78.51514,1,single_vehicle,arterial,storm,0,0
INC-000866,2025-04-23,09:51,Z14,17.40765,78.467706,2,collision,highway,clear,2,0
INC-000867,2025-04-23,15:03,Z14,17.320369,78.500624,2,collision,arterial,clear,2,0
INC-000868,2025-04-23,04:26,Z02,17.35813,78.469438,1,cyclist,collector,clear,0,0
INC-000869,2025-04-23,20:40,Z14,17.392737,78.513705,4,multi_vehicle,collector,clear,2,0
INC-000870,2025-04-24,05:09,Z13,17.496527,78.514359,5,pedestrian,highway,clear,4,1
INC-000871,2025-04-24,10:16,Z02,17.374903,78.505047,3,single_vehicle,local,clear,1,0
INC-000872,2025-04-24,14:36,Z02,17.334125,78.542689,5,collision,arterial,clear,3,0
INC-000873,2025-04-24,03:28,Z01,17.417302,78.45652,2,cyclist,collector,clear,0,0
INC-000874,2025-04-24,18:54,Z06,17.300461,78.400261,4,pedestrian,arterial,rain,3,0
INC-000875,2025-04-25,12:15,Z01,17.418976,78.436167,2,cyclist,highway,clear,1,0
INC-000876,2025-04-25,00:13,Z04,17.484224,78.400591,1,single_vehicle,local,clear,1,0
INC-000877,2025-04-25,03:05,Z14,17.490043,78.442025,3,single_vehicle,arterial,fog,2,0
INC-000878,2025-04-25,16:11,Z03,17.494343,78.550604,4,cyclist,collector,rain,2,0
INC-000879,2025-04-25,19:02,Z12,17.497279,78.413401,4,multi_vehicle,highway,rain,3,0
INC-000880,2025-04-25,08:00,Z13,17.302194,78.527239,4,single_vehicle,arterial,storm,3,0
INC-000881,2025-04-26,23:10,Z03,17.418045,78.580632,5,pedestrian,arterial,rain,0,0
INC-000882,2025-04-26,01:02,Z08,17.488347,78.465668,1,multi_vehicle,highway,rain,0,0
INC-000883,2025-04-26,19:40,Z08,17.468465,78.475633,4,single_vehicle,highway,clear,2,0
INC-000884,2025-04-26,17:00,Z06,17.491627,78.512499,3,pedestrian,arterial,clear,1,0
INC-000885,2025-04-26,14:04,Z05,17.463152,78.45736,1,collision,local,clear,0,0
INC-000886,2025-04-26,09:14,Z12,17.38667,78.466267,2,single_vehicle,arterial,rain,1,0
INC-000887,2025-04-27,00:14,Z12,17.349598,78.406538,2,cyclist,highway,clear,2,0
INC-000888,2025-04-27,17:29,Z15,17.334318,78.447873,2,single_vehicle,local,rain,0,0
INC-000889,2025-04-27,23:04,Z14,17.352194,78.570292,3,multi_vehicle,collector,clear,0,0
INC-000890,2025-04-27,17:08,Z01,17.455557,78.591636,5,pedestrian,arterial,clear,4,1
INC-000891,2025-04-27,16:25,Z11,17.338144,78.526401,2,cyclist,arterial,clear,2,0
INC-000892,2025-04-27,03:03,Z07,17.452371,78.409085,2,single_vehicle,local,rain,1,0
INC-000893,2025-04-28,02:21,Z08,17.336701,78.404535,4,pedestrian,collector,clear,1,0
INC-000894,2025-04-28,12:05,Z14,17.390213,78.531764,1,multi_vehicle,arterial,fog,1,0
INC-000895,2025-04-28,00:59,Z09,17.35367,78.579417,4,single_vehicle,local,clear,3,0
INC-000896,2025-04-28,14:50,Z13,17.404118,78.581162,4,single_vehicle,arterial,rain,4,0
INC-000897,2025-04-28,07:31,Z09,17.461611,78.408773,5,pedestrian,collector,rain,2,0
INC-000898,2025-04-29,12:11,Z05,17.458713,78.545461,2,pedestrian,arterial,clear,2,0
INC-000899,2025-04-29,08:31,Z10,17.392325,78.446932,4,single_vehicle,collector,rain,4,0
INC-000900,2025-04-29,17:38,Z10,17.38557,78.54784,4,pedestrian,arterial,clear,1,0
INC-000901,2025-04-29,11:53,Z06,17.454538,78.44096,2,single_vehicle,collector,storm,2,0
INC-000902,2025-04-29,10:11,Z02,17.452867,78.559893,3,collision,local,clear,3,0
INC-000903,2025-04-29,11:48,Z13,17.416742,78.536087,5,multi_vehicle,collector,storm,2,1
INC-000904,2025-04-30,19:52,Z06,17.323141,78.455002,3,pedestrian,arterial,clear,3,0
INC-000905,2025-04-30,06:45,Z08,17.478951,78.558051,3,cyclist,collector,fog,3,0
INC-000906,2025-04-30,17:34,Z11,17.433339,78.579904,2,single_vehicle,arterial,rain,0,0
INC-000907,2025-04-30,08:49,Z14,17.472512,78.424616,3,cyclist,collector,rain,0,0
INC-000908,2025-04-30,17:38,Z03,17.350055,78.449478,3,single_vehicle,collector,clear,2,0
INC-000909,2025-05-01,14:49,Z08,17.449101,78.474464,5,pedestrian,collector,clear,5,0
INC-000910,2025-05-01,08:49,Z12,17.317017,78.443985,1,collision,collector,rain,1,0
INC-000911,2025-05-01,22:54,Z05,17.362929,78.58027,3,collision,collector,rain,1,0
INC-000912,2025-05-01,11:48,Z06,17.38254,78.479448,1,cyclist,local,rain,0,0
INC-000913,2025-05-01,12:42,Z05,17.308913,78.41806,3,cyclist,local,fog,2,0
INC-000914,2025-05-01,16:47,Z09,17.402257,78.439837,2,single_vehicle,highway,clear,2,0
